TERM|CRN|SUBJ|CRSE#|SEC|TITLE|CR|DISTR|PROJ|COMMENT|INSTR1|INSTR2|PTRM|DESC1|TIME1|DAYS1|BLDG_RM1|DESC2|TIME2|DAYS2|BLDG_RM2
201704|10192|PHYS|112|01|Electrodynamics|1|NS|12||Crouch, Catherine||1|Seminar1|1:15pm-4:15pm|TH|Science Center 113||||
201704|11493|PHYS|180|01|Senior Honors Thesis|1|NS|10|See Dept Admin Asst to register.|Graves, Amy||1|Thesis|||TBA||||
201704|16764|PHYS|003L|01|Gen Phys: Biomedical Applicati|1|NS, NSEP|80|Students must register for one lab section A-D below.|Geller, Benjamin||1|Course|11:30am-12:20pm|MWF|Science Center 199||||
201704|16765|PHYS|003L|A|Gen Phys: Biomedical Appl- Lab|0||16||Klassen, MaryAnn||1|Lab|1:15pm-4:15pm|M|Science Center L03||||
201704|16766|PHYS|003L|B|Gen Phys: Biomedical Appl- Lab|0||16||Neat, Adam||1|Lab|1:15pm-4:15pm|T|Science Center L03||||
201704|16767|PHYS|003L|C|Gen Phys: Biomedical Appl- Lab|0||16||Neat, Adam||1|Lab|1:15pm-4:15pm|W|Science Center L03||||
201704|16826|PHYS|003L|D|Gen Phys: Biomedical Appl- Lab|0||30||Klassen, MaryAnn||1|Lab|2:00pm-5:00pm|F|Science Center L03||||
201704|16846|PHYS|139A|01|Introductory Biophysics|0.5||12||Crouch, Catherine||1|Seminar1|11:20am-12:35pm|TH|Science Center 113||||
201704|13624|POLS|002|01|American Politics|1|SS|25||Reeves, Keith||1|Course|10:30am-11:20am|MWF|Trotter Hall 301||||
201704|14193|POLS|002|02|American Politics|1|SS|25||Valelly, Richard||1|Course|2:40pm-3:55pm|TTH|Trotter Hall 301||||
201704|14194|POLS|003|01|Comparative Politics|1|SS|25||Balkan, Osman||1|Course|10:30am-11:20am|MWF|Trotter Hall 303||||
201704|16810|POLS|003|02|Comparative Politics|1|SS|25||Dobbs, Erica||1|Course|11:20am-12:35pm|TTH|Trotter Hall 201||||
201704|11457|POLS|004|01|International Politics|1|SS|25|Eligible for PEAC program.|Tierney, Dominic||1|Course|7:00pm-8:15pm|T|Science Center 101|Course|1:15pm-2:30pm|TH|Trotter Hall 303
201704|11644|POLS|004|02|International Politics|1|SS|25|Eligible for PEAC program.|Tierney, Dominic||1|Course|7:00pm-8:15pm|T|Science Center 101|Course|2:40pm-3:55pm|TH|Trotter Hall 303
201704|10202|POLS|011|01|Ancient Political Theory|1|SS|25|Eligible for INTP program.|Nackenoff, Carol||1|Course|1:15pm-2:30pm|TTH|Trotter Hall 301||||
201704|16806|POLS|012|01|Intro to Mdrn Political Thght|1|SS|25||Thakkar, Jonathan||1|Course|11:30am-12:20pm|MWF|Trotter Hall 303||||
201704|16652|POLS|025|01|Supreme Crt/Fed Judic in Polit|1|SS|20||Valelly, Richard||1|Course|1:30pm-4:30pm|M|Trotter Hall 303||||
201704|16653|POLS|043|01|Environmental Policy/Politics|1|SS|35|Eligible for ENVS program.|Nackenoff, Carol||1|Course|9:55am-11:10am|TTH|Trotter Hall 303||||
201704|15843|POLS|048|01|Politics of Population|1|SS|25|Eligible for ENVS program.|White, Tyrene||1|Course|9:55am-11:10am|TTH|Trotter Hall 301||||
201704|16654|POLS|058|01|Contemporary Chinese Politics|1|SS|25||White, Tyrene||1|Course|1:15pm-2:30pm|TTH|Trotter Hall 201||||
201704|16655|POLS|062|01|Politi/Practice of Humanitaria|1|SS|25|Eligible for PEAC program.|Paddon, Emily||1|Course|1:15pm-4:00pm|W|Trotter Hall 303||||
201704|16656|POLS|063|01|Politics of Sub-Saharan Africa|1|SS|25||Paddon, Emily||1|Course|1:15pm-2:30pm|TTH|McCabe Library 306||||
201704|16431|POLS|079|01|Islam and Muslims in the West|1|SS|14||Balkan, Osman||1|Course|1:15pm-4:00pm|M|Science Center L32||||
201704|10203|POLS|090|01|Dir Rdg:|1||5|Credit range .5-2. See Dept Admin Asst to register.|Reeves, Keith||1|Directed Rdg|||TBA||||
201704|15737|POLS|092|01|Sr. Comprehensive Requirement|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|Tierney, Dominic||1|Course|||TBA||||
201704|10205|POLS|100|A|AncPolTheory:Plato-Hobbes(1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for INTP program.|Sharpe, Kenneth||1|Seminar1|7:00pm-11:59pm|T|Trotter Hall 309||||
201704|10206|POLS|100|B|AncPolitTheory:Plato-Hobbes(2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Sharpe, Kenneth||1|Seminar2|7:00pm-11:59pm|T|Trotter Hall 309||||
201704|16159|POLS|101|A|Political Theory: Modern (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for INTP program.|Berger, Benjamin||1|Seminar1|1:00pm-5:00pm|W|Lang Center 106||||
201704|16160|POLS|101|B|Political Theory: Modern (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Berger, Benjamin||1|Seminar2|1:00pm-5:00pm|W|Lang Center 106||||
201704|16657|POLS|102|A|Comparative Politics/China (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for ASIA program.|White, Tyrene||1|Seminar1|1:30pm-5:00pm|W|Trotter Hall 309||||
201704|16658|POLS|102|B|Comparative Politics/China (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|White, Tyrene||1|Seminar2|1:30pm-5:00pm|W|Trotter Hall 309||||
201704|15851|POLS|109|A|Latin American Politics (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for LALS program.|Sharpe, Kenneth||1|Seminar1|7:00pm-11:59pm|W|Trotter Hall 309||||
201704|15852|POLS|109|B|Latin American Politics (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Sharpe, Kenneth||1|Seminar2|7:00pm-11:59pm|W|Trotter Hall 309||||
201704|16659|POLS|113|A|Int'lPol:War,Peac,Security (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Eligible for PEAC program.|Tierney, Dominic||1|Seminar1|6:00pm-10:00pm|W|Trotter Hall 315||||
201704|16660|POLS|113|B|Int'lPol:War,Peac,Security (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Tierney, Dominic||1|Seminar2|6:00pm-10:00pm|W|Trotter Hall 315||||
201704|16161|POLS|116|A|Intern'l Political Economy (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required. Pre-req: POLS 004 and ECON 001.|Kaya, Ayse||1|Seminar1|1:00pm-5:00pm|M|Trotter Hall 309||||
201704|16162|POLS|116|B|Intern'l Political Economy (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Kaya, Ayse||1|Seminar2|1:00pm-5:00pm|M|Trotter Hall 309||||
201704|16804|POLS|010L|01|FYS: The Politics of Protest|1|SS|12||Dobbs, Erica||1|FY Seminar|1:15pm-4:00pm|W|Pearson Hall 005||||
201704|16859|POLS|010M|01|FYS: The Future of Work|1|SS|12||Thakkar, Jonathan||1|FY Seminar|1:15pm-4:00pm|M|Trotter Hall 315||||
201704|10210|PSYC|001|01|Introduction to Psychology|1|SS|170||Schneider, Allen||1|Course|9:55am-11:10am|TTH|Science Center 101||||
201704|16843|PSYC|007|01|FYS: Early Social Cognition|1|SS|12||Christie, Stella||1|FY Seminar|1:15pm-3:55pm|T|Whittier Hall 104||||
201704|11554|PSYC|021|01|Educational Psychology|1|SS|30|Cross-listed with EDUC 021. Required for PSYC-EDUC special majors. Does not count in min credits in PSYC program. Eligible for CBL.|Renninger, K. Ann||1|Course|7:00pm-10:00pm|T|Lang Center 112||||
201704|16703|PSYC|025|01|Research Design & Analysis (W)|1|SS, W|15|Cannot be taken CR/NC.|Blanchar, John||1|Course|1:15pm-2:30pm|TTH|Science Center 183||||
201704|10420|PSYC|025|02|Rsch Design/Analysis (W)|1|SS, W|15|Cannot be taken CR/NC.|Payne, Lisa||1|Course|9:55am-11:10am|TTH|McCabe Library 306||||
201704|16174|PSYC|026|01|SpecEd:Issues & Practice|1|SS|25|Cross-listed with EDUC 026. Eligible for CBL.|Linn, Margaret||1|Course|1:15pm-2:30pm|TTH|Pearson Hall 006||||
201704|16704|PSYC|028|01|Stereotypes, Prejudice,Discrim|1|SS|35||Norris, Catherine||1|Course|11:20am-12:35pm|TTH|Science Center 183||||
201704|16214|PSYC|031|01|Cognitive Neuroscience|1|SS|50|Eligible for COGS program.|Payne, Lisa||1|Course|2:40pm-3:55pm|TTH|Science Center 183||||
201704|15920|PSYC|034|01|Psychology of Language|1|SS|50|Cross-listed with LING 034. Eligible for COGS program.|Grodner, Daniel||1|Course|9:55am-11:10am|TTH|Science Center 199||||
201704|12963|PSYC|038|01|Clinical Psychology|1|SS|35||Siev, Jedidiah||1|Course|1:15pm-2:30pm|TTH|Science Center 104||||
201704|15634|PSYC|039|01|Developmental Psychology|1|SS|35|Eligible for COGS program.|Christie, Stella||1|Course|8:30am-9:45am|TTH|Trotter Hall 203||||
201704|16494|PSYC|040|01|Political Psychology|1|SS|35||Blanchar, John||1|Course|11:20am-12:35pm|TTH|Science Center L26||||
201704|16705|PSYC|042|01|Cognitive Behavior Therapy|1|SS|30||Siev, Jedidiah||1|Course|1:15pm-4:00pm|M|Science Center 104||||
201704|15463|PSYC|094|05|Independent Research|0.5||15|Credit range .5-1. See Dept Admin Asst to register. Cannot be taken CR/NC.|Payne, Lisa||1|Independent Study|||TBA||||
201704|16706|PSYC|095|A|Tutorial|0.5||15|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|16458|PSYC|096|13|Senior Thesis|1|SS|15|See Dept Admin Asst to register. Cannot be taken CR/NC.|Grodner, Daniel||1|Thesis|||TBA||||
201704|15353|PSYC|096|18|Senior Thesis|1|SS|15|See Dept Admin Asst to register.|Norris, Catherine||1|Thesis|||TBA||||
201704|13958|PSYC|098|A|Senior Research Project|1|SS|15|See Dept Admin Asst to register. Cannot be taken CR/NC.|STAFF||1|Research Project|||TBA||||
201704|16057|PSYC|099|05|Neuroscience Thesis|1|SS|15|See Dept Admin Asst to register. Cannot be taken CR/NC.|Payne, Lisa||1|Thesis|||TBA||||
201704|16388|PSYC|103|01|Rsch Pract:Behav Neuropharmaco|1||15|Credit range .5-1. See Dept Admin Asst to register. Cannot be taken CR/NC. If Collection is held, see Instructor|Schneider, Allen||1|Research Project|1:00pm-2:15pm|F|Whittier Hall 104||||
201704|16708|PSYC|105|01|Rsch Pract: Social Neuroscienc|1|SS|8|Cannot be taken CR/NC.|Norris, Catherine||1|Course|1:15pm-3:55pm|TH|Whittier Hall 104||||
201704|16711|PSYC|135|01|Seminar in Social Psychology|1|SS|12|Cannot be taken CR/NC.|Ward, Andrew||1|Seminar1|7:00pm-10:00pm|TH|Whittier Hall 104||||
201704|16532|PSYC|180|03|Senior Honors Thesis|1|SS, W|5||Schneider, Allen||1|Senior Honors Study|||TBA||||
201704|16443|PSYC|180|09|Senior Honors Thesis|1|SS, W|10||Gillham, Jane||1|Thesis|||TBA||||
201704|15349|PSYC|180|13|Senior Honors Thesis|1|SS, W|10|See Dept Admin Asst to register.|Grodner, Daniel||1|Thesis|||TBA||||
201704|16517|PSYC|180|18|Senior Honors Thesis|1|SS, W|5||Norris, Catherine||1|Thesis|||TBA||||
201704|16472|PSYC|180|A|Senior Honors Thesis (W)|1|SS, W|15|See Dept Admin Asst to register. Cannot be taken CR/NC.|STAFF||1|Thesis|||TBA||||
201704|16555|PSYC|138A|01|Clinical: The Role of Context|1|SS|12|Cannot be taken CR/NC.|Reimer, Michele||1|Seminar1|1:15pm-4:00pm|W|Whittier Hall 104||||
201704|16722|RELG|005|01|World Religions|1|HU|35|Eligible for PEAC program.|Kessler, Gwynn|Wallace, Mark|1|Course|9:55am-11:10am|TTH|Pearson Hall 006||||
201704|16724|RELG|011|01|FYS:Rel & the Meaning of Life|1|HU|12||Ross, Ellen||1|FY Seminar|1:15pm-2:30pm|TTH|Beardsley 318||||
201704|16725|RELG|019|01|FYS: Religion and Food|1|HU|15||Chireau, Yvonne||1|FY Seminar|1:15pm-4:00pm|W|Pearson Hall 210||||
201704|16723|RELG|022|01|Religion and Ecology|1|HU|35|Eligible for ENVS or PEAC program and CBL.|Wallace, Mark||1|Course|2:40pm-3:55pm|TTH|Kohlberg 116||||
201704|16726|RELG|025|01|Blk Wmn,Spirituality, Religion|1|HU|35|Eligible for BLST or GSST program.|Chireau, Yvonne||1|Course|1:15pm-4:00pm|M|Pearson Hall 210||||
201704|16817|RELG|049|01|Yoga in History,Philos & Pract|1|HU|30|Eligible for ASIA program.|Ferrario, Alberta||1|Course|11:30am-12:20pm|MWF|Science Center 264||||
201704|15457|RELG|053|01|Gend/Sexuality/Body in Islam|1|HU|35|Eligible for ISLM, GSST or MDST program.|al-Jamil, Tariq||1|Course|11:20am-12:35pm|TTH|Trotter Hall 301||||
201704|14753|RELG|059|01|Hebrew for Text Study II|1|HU|35|Cross-listed with LING 010.|Plotkin, Helen||1|Course|10:30am-11:20am|MWF|Lodges 5||||
201704|16102|RELG|092|01|Rdgs in Classical Jewish Texts|0.5||12||Plotkin, Helen||1|Directed Rdg|||TBA||||
201704|14471|RELG|093|01|Dir Rdg:|1|HU|5|See Dept Admin Asst to register.|al-Jamil, Tariq||1|Directed Rdg|||TBA||||
201704|16727|RELG|095|01|Religion Cafe:Senior Symposium|1|HU|12||Kessler, Gwynn||1|Seminar1|1:15pm-3:55pm|TH|Pearson Hall 210||||
201704|16793|RELG|096|A|Thesis (W)|1|HU, W|5|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|14759|RELG|097|01|Thesis|1|HU|5|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|16728|RELG|101|A|Jesus in Hist, Lit & Theol (1)|1|HU|15|Double-graded seminar. BOTH SECTIONS required.|Ross, Ellen||1|Seminar1|1:15pm-4:00pm|W|Kohlberg 202||||
201704|16729|RELG|101|B|Jesus in Hist, Lit & Theol (2)|1|HU|15|Double-graded seminar. BOTH SECTIONS required.|Ross, Ellen||1|Seminar2|1:15pm-4:00pm|W|Kohlberg 202||||
201704|16794|RELG|180|04|Senior Honors Thesis|1|HU|5|See Dept Admin Asst to register.|Kessler, Gwynn||1|Thesis|||TBA||||
201704|16816|RELG|013A|01|Indian Religion & Philosophy|1|HU|30|Eligible for ASIA program.|Ferrario, Alberta||1|Course|10:30am-11:20am|MWF|Science Center 264||||
201704|13368|RUSS|001|01|Intensive Russian|1.5|HU|20|Students must enroll in drill section A below.|Stavis, Jesse||1|Language|11:20am-12:35pm|TTH|Kohlberg 202||||
201704|13369|RUSS|001|A|Intensive Russian- Drill|0||15||Yordanova, Tsvetelina||1|Drill|11:30am-12:20pm|MWF|Kohlberg 318||||
201704|13372|RUSS|003|01|Intermediate Intensive Russian|1.5|HU|14|Students must enroll in drill section A below.|Vergara, Jose||1|Language|9:55am-11:10am|TTH|Kohlberg 330||||
201704|13373|RUSS|003|A|Intermed Intens Russian- Drill|0||14||Yordanova, Tsvetelina||1|Drill|9:30am-10:20am|MWF|Kohlberg 318||||
201704|16339|RUSS|013|01|The Russian Novel-19c (W)|1|HU, W|35|Cross-listed with LITR 013R.|Vergara, Jose||1|Course|2:40pm-3:55pm|TTH|Kohlberg 330||||
201704|16662|RUSS|017|01|FYS: Love/Sex in Russ Lit (W)|1|HU, W|12|Cross-listed with LITR 017R. Eligible for GSST program.|Frey, Emily||1|FY Seminar|1:15pm-4:00pm|M|Kohlberg 318||||
201704|16825|RUSS|018|01|Reading the Russian Media|0.5||20||Yordanova, Tsvetelina||1|Course|10:30am-11:20am|MWF|Kohlberg 318||||
201704|16664|RUSS|023|01|Muslim in Russia (W)|1|HU, W|20|Cross-listed with LITR 023R. Eligible for ISLM program.|Frey, Emily||1|Course|1:15pm-2:30pm|TTH|Kohlberg 328||||
201704|16552|RUSS|091|01|Spc Tpcs:|1|HU|5|See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|16341|RUSS|013A|01|Russian Novel-Attachment|0.5||10||Vergara, Jose||1|Attachment|||TBA||||
201704|16792|SOAN|095|A|Independent Study|0.5||12|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|10302|SOAN|096|01|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|Fraga, Christopher||1|Thesis|||TBA||||
201704|10299|SOAN|096|02|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|Nadkarni, Maya||1|Thesis|||TBA||||
201704|10714|SOAN|096|03|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|Schuetze, Christine||1|Thesis|||TBA||||
201704|10479|SOAN|096|06|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|Laurison, Daniel||1|Thesis|||TBA||||
201704|10296|SOAN|096|07|Thesis|1|SS|8|Students enrolled in SOAN 96 will be enrolled in SOAN 098. See Dept Admin Asst to register.|Willie-LeBreton, Sarah||1|Thesis|||TBA||||
201704|10303|SOAN|096|08|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|Johnson, Nina||1|Thesis|||TBA||||
201704|16505|SOAN|096|10|Thesis|1|SS|5|Student enrolled in SOAN 096 will be enrolled in SOAN 098. See Dept Admin Asst to register.|Charlton, Joy||1|Thesis|||TBA||||
201704|11080|SOAN|096|A|Thesis|1|SS|8|Students enrolled in Soan 96 will be enrolled in Soan 098. See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|16503|SOAN|097|A|Thesis (W)|1|SS, W|5|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|12655|SOAN|098|01|Thesis Writers Master Class|0||25|Only open to SOAN Thesis Writers.|Willie-LeBreton, Sarah||1|Thesis|6:30pm-10:30pm|M|Kohlberg 228||||
201704|16818|SOAN|007SR|01|StuRun: Intro Mixed Race Studi|1||35|Credit range .5-1, see organizer to record credit. CR/NC only.|Willie-LeBreton, Sarah||1|Course|||TBA||||
201704|16564|SOAN|040B|01|Socioling:LangCulture&Society|1|SS|10|Cross-listed with LING 025.|Thomas, Jamie||1|Course|1:15pm-2:30pm|TTH|Black Cultural Center 203||||
201704|16888|SOAN|060C|01|China,Brazil, Gbl Food Environ|1|SS|35|Cross listed with ENVS 032. Eligible for ASIA, ENVS or LALS program.|Oliveira, Gustavo||1|Course|1:15pm-2:30pm|TTH|Kohlberg 116||||
201704|16085|SOAN|180F|01|Senior Honors Thesis- Fall|1|SS|5|See Dept Admin Asst to register.|Fraga, Christopher||1|Thesis|||TBA||||
201704|16455|SOAN|180F|02|Senior Honors Thesis|1||8|See Dept Admin Asst to register.|Nadkarni, Maya||1|Thesis|||TBA||||
201704|16453|SOAN|180F|06|Senior Honors Thesis|1||8|See Dept Admin Asst to register.|Laurison, Daniel||1|Thesis|||TBA||||
201704|16558|SOAN|180F|07|Senior Honors Thesis|1||5|See Dept Admin Asst to register.|Willie-LeBreton, Sarah||1|Thesis|||TBA||||
201704|16452|SOAN|180F|A|Senior Honors Thesis|1|SS|8|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|16581|SOCI|095|A|Independent Study|0.5||5|Credit range .5-1. See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|16582|SOCI|109|A|Distinction:Class & Tastes (1)|1|SS|12|Double-graded seminar. BOTH SECTIONS required.|Laurison, Daniel||1|Seminar1|1:15pm-4:00pm|M|Kohlberg 236||||
201704|16583|SOCI|109|B|Distinction:Class & Tastes (2)|1|SS|12|Double-graded seminar. BOTH SECTIONS required.|Laurison, Daniel||1|Seminar2|1:15pm-4:00pm|M|TBA||||
201704|15402|SOCI|004B|01|FYS:Intro to Social Thry (T)|1|SS|12||Munoz, Braulio||1|FY Seminar|1:15pm-3:55pm|T|Kohlberg 236||||
201704|16574|SOCI|010B|01|FYS: Everyday Life|1|SS|12||Charlton, Joy||1|FY Seminar|1:15pm-4:00pm|M|Kohlberg 230||||
201704|16165|SOCI|016B|01|Rsch Methods in Soc Sci (M)|1|SS|35||Laurison, Daniel||1|Course|9:55am-11:10am|TTH|Kohlberg 228||||
201704|16575|SOCI|024C|01|LatnAmer Soc Through its Novel|1|SS|35|Eligible for LALS program.|Munoz, Braulio||1|Course|1:15pm-3:55pm|TH|Kohlberg 236||||
201704|16577|SOCI|048I|01|Race and Place|1|SS|12||Johnson, Nina||1|Course|1:15pm-4:00pm|W|Off Campus OFFCAM||||
201704|16578|SOCI|048K|01|The Mafia & the State|1|SS|35||Johnson, Nina||1|Course|2:40pm-3:55pm|TTH|Kohlberg 228||||
201704|16579|SOCI|055C|01|Climate Disruption: Peac/Confl|1|SS|12|Cross-listed with ENVS 066 and PEAC 055. Eligible for ENVS or PEAC program.|Smithey, Lee||1|Course|10:30am-11:20am|MWF|Kohlberg 228||||
201704|13471|SPAN|001|01|Intensive First Yr Spanish|1.5|HU|15|Students must enroll in drill section A or B below.|Navas Masip, Josep||1|Language|9:55am-11:10am|TTH|Beardsley 318||||
201704|15303|SPAN|001|02|Intensive First Yr Spanish|1.5|HU|15|Students must enroll in drill section A or B below.|Buiza, Nanci||1|Language|11:20am-12:35pm|TTH|McCabe Library 306||||
201704|13472|SPAN|001|A|Inten First Yr Spanish- Drill|0||12||Chindemi Vila, Julia||1|Drill|8:30am-9:20am|MWF|Kohlberg 330||||
201704|14923|SPAN|001|B|Inten First Yr Spanish- Drill|0||10||Chindemi Vila, Julia||1|Drill|9:30am-10:20am|MWF|Kohlberg 330||||
201704|13477|SPAN|003|01|Intensive Intermediate Spanish|1.5|HU|15|Students must enroll in drill section A or B below.|Cohen, Eli||1|Language|8:30am-9:20am|TTH|Kohlberg 328||||
201704|13476|SPAN|003|A|Inten Intermed Spanish- Drill|0||10||Chindemi Vila, Julia||1|Drill|10:30am-11:20am|MWF|Kohlberg 330||||
201704|13478|SPAN|003|B|Inten Intermed Spanish- Drill|0||10||Chindemi Vila, Julia||1|Drill|11:30am-12:20pm|MWF|Kohlberg 330||||
201704|13479|SPAN|004|01|Intensive Advanced Spanish|1.5|HU|15|Students must enroll in drill section A, B or C below.|Colon Rodriguez, Larisa||1|Language|8:30am-9:45am|TTH|Kohlberg 116||||
201704|13486|SPAN|004|02|Intensive Advanced Spanish|1.5|HU|15|Students must enroll in drill section A, B or C below.|Colon Rodriguez, Larisa||1|Language|9:55am-11:10am|TTH|Kohlberg 116||||
201704|13480|SPAN|004|A|Intensive Adv Spanish- Drill|0||10||Vargas, Patricia||1|Drill|9:30am-10:20am|MWF|Kohlberg 328||||
201704|13481|SPAN|004|B|Intensive Adv Spanish- Drill|0||10||Vargas, Patricia||1|Drill|10:30am-11:20am|MWF|Kohlberg 328||||
201704|14900|SPAN|008|01|Span Conversa/Composition (W)|1|HU, W|15||Martinez, Luciano||1|Course|8:30am-9:45am|TTH|Kohlberg 330||||
201704|16676|SPAN|011|01|Culturas de Espa├▒a (W)|1|HU, W|15||Cohen, Eli||1|Course|1:15pm-2:30pm|TTH|Kohlberg 330||||
201704|15978|SPAN|015|01|FYS: Intro Latinx Lit/Cult (W)|1|HU, W|15|Cross-listed LITR 015S. Eligible for LALS program.|Diaz Diaz, Desiree||1|Course|1:15pm-2:30pm|MW|Kohlberg 201||||
201704|13482|SPAN|022|01|Intro a la litera espa├▒ola (W)|1|HU, W|15||Cohen, Eli||1|Course|11:20am-12:35pm|TTH|Kohlberg 330||||
201704|16677|SPAN|054|01|Contemporary Cuba|1|HU|15|Cross-listed with LITR 054S. Eligible for LALS program.|Diaz Diaz, Desiree||1|Course|11:20am-12:35pm|TTH|Kohlberg 114||||
201704|16678|SPAN|069|01|Cartografias urbanas|1|HU|15||Guardiola, Maria-Luisa||1|Course|9:55am-11:10am|TTH|Kohlberg 318||||
201704|16679|SPAN|077|01|Cine y literatura:adapt filmic|1|HU|15||Martinez, Luciano||1|Course|1:15pm-2:30pm|TTH|Kohlberg 318||||
201704|16680|SPAN|080|01|Los hijos de la Malinche|1|HU|15|Eligible for LALS program.|Buiza, Nanci||1|Course|2:40pm-3:55pm|TTH|Kohlberg 114||||
201704|13474|SPAN|002B|01|Int Spanish for Adv Beginners|1.5|HU|15|Students must enroll in drill section A below.|Diaz Diaz, Desiree||1|Language|9:55am-11:10am|TTH|Science Center 264||||
201704|13475|SPAN|002B|A|Int Span for Adv Begin- Drill|0||10||Vargas, Patricia||1|Drill|8:30am-9:20am|MWF|Kohlberg 328||||
201704|16084|SPAN|002B|B|Int Span for Adv Begin- Drill|0||10||Vargas, Patricia||1|Drill|11:30am-12:20pm|MWF|Kohlberg 328||||
201704|16365|STAT|001|01|Statistical Thinking|1|NS|35||Schofield, Lynne||1|Course|11:20am-12:35pm|TTH|Science Center 105||||
201704|11921|STAT|011|01|Statistical Methods I|1|NS|35|Eligible for COGS program.|Chen, Lu||1|Course|9:55am-11:10am|TTH|Science Center 128||||
201704|11922|STAT|011|02|Statistical Methods I|1|NS|35|Eligible for COGS program.|Chen, Lu||1|Course|11:20am-12:35pm|TTH|Science Center 128||||
201704|12044|STAT|011|03|Statistical Methods I|1|NS|35|Eligible for COGS  program.|Chen, Lu||1|Course|1:15pm-2:30pm|TTH|Science Center 105||||
201704|16295|STAT|021|01|Statistical Methods II|1|NS|35|Eligible for COGS program.|McConville, Kelly||1|Course|8:30am-9:45am|TTH|Science Center 183||||
201704|16296|STAT|021|02|Statistical Methods II|1|NS|35|Eligible for COGS program.|McConville, Kelly||1|Course|9:55am-11:10am|TTH|Science Center 183||||
201704|16719|STAT|041|01|Tpcs in Applied Statistics (W)|1|NS, W|15|Eligible for COGS program.|Schofield, Lynne||1|Course|9:55am-11:10am|TTH|Martin 210||||
201704|15885|STAT|051|01|Probability|1|NS|35|Eligible for COGS program.|Burstein, David||1|Course|9:30am-10:20am|MWF|Science Center 105||||
201704|16297|STAT|051|02|Probability|1|NS|35|Eligible for COGS program.|Burstein, David||1|Course|10:30am-11:20am|MWF|Science Center 105||||
201704|16831|STAT|093|01|Directed Reading|1|NS|12||McConville, Kelly||1|Directed Rdg|||TBA||||
201704|16832|STAT|093|02|Directed Reading|1|NS|12||Chen, Lu||1|Directed Rdg|||TBA||||
201704|14228|THEA|015|01|Perform Theory & Practice (W)|1|HU, W|15||Stevens, K.||1|Course|1:00pm-3:55pm|TH|Kohlberg 201||||
201704|14527|THEA|016|01|Special Project in Playwriting|1|HU|5|By individual arrangement with instructor. Not available for web registration.|STAFF||1||||TBA||||
201704|15169|THEA|022|01|Production Ensemble I|1|HU|12|ALSO MEETS SUNDAYS NOON-6PM IN MATCHBOX KUHARSKI STUDIO.|Torra, Alex||1|Performance|7:30pm-10:30pm|T|Matchbox KUSTUDIO|Performance|4:15pm-10:15pm|TH|Matchbox KUSTUDIO
201704|10263|THEA|035|01|Directing I-Directors Lab|1|HU|8||Stevens, K.||1|Performance|2:15pm-6:15pm|F|Matchbox KUSTUDIO||||
201704|15253|THEA|042|01|Production Ensemble II|1|HU|5|ALSO MEETS SUNDAYS NOON-6PM IN MATCHBOX KUHARSKI STUDIO.|Torra, Alex||1|Performance|7:30pm-10:30pm|T|Matchbox KUSTUDIO|Performance|4:15pm-10:15pm|TH|Matchbox KUSTUDIO
201704|10264|THEA|099|01|Senior Company|1|HU|12||Swanson, Laila||1|Performance|7:00pm-10:00pm|MTWTH|Lang Perf Arts Ctr FREAR||||
